track,h,search,queue,algo,domain,cov
ipc2011,,,FIFO,lamaBb+,openstacks,20
ipc2011,,,FIFO,lamab+,nomystery,10
ipc2011,,,FIFO,lamab+,tidybot,16
ipc2011,,,FIFO,lamab+,pegsol,19
ipc2011,,,FIFO,lamab+,visitall,20
ipc2011,,,FIFO,lamab+,transport,11
ipc2011,,,FIFO,lamab+,elevators,20
ipc2011,,,FIFO,lamab+,woodworking,20
ipc2011,,,FIFO,lamab+,barman,18
ipc2011,,,FIFO,lamab+,parcprinter,18
ipc2011,,,FIFO,lamab+,parking,20
ipc2011,,,FIFO,lamab+,floortile,3
ipc2011,,,FIFO,lamab+,scanalyzer,20
ipc2011,,,FIFO,lamab+,sokoban,17
ipc2011,,,FIFO,lamab+,openstacks,20
ipc2014,,,FIFO,lamab+,barman,13
ipc2014,,,FIFO,lamab+,citycar,5
ipc2014,,,FIFO,lamab+,parking,18
ipc2014,,,FIFO,lamab+,childsnack,0
ipc2014,,,FIFO,lamab+,floortile,2
ipc2014,,,FIFO,lamab+,tetris,14
ipc2014,,,FIFO,lamab+,cavediving,7
ipc2014,,,FIFO,lamab+,transport,3
ipc2014,,,FIFO,lamab+,thoughtful,15
ipc2014,,,FIFO,lamab+,maintenance,1
ipc2014,,,FIFO,lamab+,openstacks,20
ipc2014,,,FIFO,lamab+,hiking,20
ipc2014,,,FIFO,lamab+,visitall,20
ipc2014,,,FIFO,lamab+,ged,20
ipc2014,,,FIFO,lamat,barman,10
ipc2014,,,FIFO,lamat,citycar,6
ipc2014,,,FIFO,lamat,parking,17
ipc2014,,,FIFO,lamat,childsnack,0
ipc2014,,,FIFO,lamat,floortile,2
ipc2014,,,FIFO,lamat,tetris,6
ipc2014,,,FIFO,lamat,cavediving,7
ipc2014,,,FIFO,lamat,transport,4
ipc2014,,,FIFO,lamat,thoughtful,14
ipc2014,,,FIFO,lamat,maintenance,6
ipc2014,,,FIFO,lamat,openstacks,20
ipc2014,,,FIFO,lamat,hiking,18
ipc2014,,,FIFO,lamat,visitall,15
ipc2014,,,FIFO,lamat,ged,20
ipc2011,,,FIFO,lamat,nomystery,17
ipc2011,,,FIFO,lamat,tidybot,18
ipc2011,,,FIFO,lamat,pegsol,20
ipc2011,,,FIFO,lamat,visitall,20
ipc2011,,,FIFO,lamat,transport,11
ipc2011,,,FIFO,lamat,elevators,19
ipc2011,,,FIFO,lamat,woodworking,20
ipc2011,,,FIFO,lamat,barman,16
ipc2011,,,FIFO,lamat,parcprinter,19
ipc2011,,,FIFO,lamat,parking,20
ipc2011,,,FIFO,lamat,floortile,6
ipc2011,,,FIFO,lamat,scanalyzer,19
ipc2011,,,FIFO,lamat,sokoban,17
ipc2011,,,FIFO,lamat,openstacks,20
ipc2014,,,FIFO,lamatb,barman,10
ipc2014,,,FIFO,lamatb,citycar,5
ipc2014,,,FIFO,lamatb,parking,16
ipc2014,,,FIFO,lamatb,childsnack,0
ipc2014,,,FIFO,lamatb,floortile,2
ipc2014,,,FIFO,lamatb,tetris,12
ipc2014,,,FIFO,lamatb,cavediving,7
ipc2014,,,FIFO,lamatb,transport,2
ipc2014,,,FIFO,lamatb,thoughtful,15
ipc2014,,,FIFO,lamatb,maintenance,4
ipc2014,,,FIFO,lamatb,openstacks,11
ipc2014,,,FIFO,lamatb,hiking,19
ipc2014,,,FIFO,lamatb,visitall,17
ipc2014,,,FIFO,lamatb,ged,20
ipc2011,,,FIFO,lamatb,nomystery,15
ipc2011,,,FIFO,lamatb,tidybot,15
ipc2011,,,FIFO,lamatb,pegsol,20
ipc2011,,,FIFO,lamatb,visitall,20
ipc2011,,,FIFO,lamatb,transport,10
ipc2011,,,FIFO,lamatb,elevators,20
ipc2011,,,FIFO,lamatb,woodworking,20
ipc2011,,,FIFO,lamatb,barman,17
ipc2011,,,FIFO,lamatb,parcprinter,20
ipc2011,,,FIFO,lamatb,parking,20
ipc2011,,,FIFO,lamatb,floortile,6
ipc2011,,,FIFO,lamatb,scanalyzer,20
ipc2011,,,FIFO,lamatb,sokoban,17
ipc2011,,,FIFO,lamatb,openstacks,20
ipc2014,,,FIFO,lamaBb,barman,15
ipc2014,,,FIFO,lamaBb,citycar,4
ipc2014,,,FIFO,lamaBb,parking,18
ipc2014,,,FIFO,lamaBb,childsnack,0
ipc2014,,,FIFO,lamaBb,floortile,2
ipc2014,,,FIFO,lamaBb,tetris,12
ipc2014,,,FIFO,lamaBb,cavediving,7
ipc2014,,,FIFO,lamaBb,transport,3
ipc2014,,,FIFO,lamaBb,thoughtful,14
ipc2014,,,FIFO,lamaBb,maintenance,1
ipc2014,,,FIFO,lamaBb,openstacks,19
ipc2014,,,FIFO,lamaBb,hiking,20
ipc2014,,,FIFO,lamaBb,visitall,17
ipc2014,,,FIFO,lamaBb,ged,20
ipc2011,,,FIFO,lamaBb,nomystery,8
ipc2011,,,FIFO,lamaBb,tidybot,18
ipc2011,,,FIFO,lamaBb,pegsol,20
ipc2011,,,FIFO,lamaBb,visitall,20
ipc2011,,,FIFO,lamaBb,transport,10
ipc2011,,,FIFO,lamaBb,elevators,20
ipc2011,,,FIFO,lamaBb,woodworking,20
ipc2011,,,FIFO,lamaBb,barman,18
ipc2011,,,FIFO,lamaBb,parcprinter,18
ipc2011,,,FIFO,lamaBb,parking,20
ipc2011,,,FIFO,lamaBb,floortile,2
ipc2011,,,FIFO,lamaBb,scanalyzer,19
ipc2011,,,FIFO,lamaBb,sokoban,17
ipc2011,,,FIFO,lamaBb,openstacks,20
ipc2011,,,FIFO,lamatbd+,nomystery,15
ipc2011,,,FIFO,lamatbd+,tidybot,15
ipc2011,,,FIFO,lamatbd+,pegsol,20
ipc2011,,,FIFO,lamatbd+,visitall,20
ipc2011,,,FIFO,lamatbd+,transport,11
ipc2011,,,FIFO,lamatbd+,elevators,19
ipc2011,,,FIFO,lamatbd+,woodworking,20
ipc2011,,,FIFO,lamatbd+,barman,15
ipc2011,,,FIFO,lamatbd+,parcprinter,20
ipc2011,,,FIFO,lamatbd+,parking,20
ipc2011,,,FIFO,lamatbd+,floortile,5
ipc2011,,,FIFO,lamatbd+,scanalyzer,18
ipc2011,,,FIFO,lamatbd+,sokoban,17
ipc2011,,,FIFO,lamatbd+,openstacks,20
ipc2014,,,FIFO,lamatbd+,barman,9
ipc2014,,,FIFO,lamatbd+,citycar,5
ipc2014,,,FIFO,lamatbd+,parking,18
ipc2014,,,FIFO,lamatbd+,childsnack,0
ipc2014,,,FIFO,lamatbd+,floortile,2
ipc2014,,,FIFO,lamatbd+,tetris,13
ipc2014,,,FIFO,lamatbd+,cavediving,7
ipc2014,,,FIFO,lamatbd+,transport,2
ipc2014,,,FIFO,lamatbd+,thoughtful,16
ipc2014,,,FIFO,lamatbd+,maintenance,5
ipc2014,,,FIFO,lamatbd+,openstacks,20
ipc2014,,,FIFO,lamatbd+,hiking,18
ipc2014,,,FIFO,lamatbd+,visitall,15
ipc2014,,,FIFO,lamatbd+,ged,20
ipc2014,,,FIFO,lamatbd+,barman,8
ipc2014,,,FIFO,lamatbd+,citycar,5
ipc2014,,,FIFO,lamatbd+,parking,19
ipc2014,,,FIFO,lamatbd+,childsnack,0
ipc2014,,,FIFO,lamatbd+,floortile,2
ipc2014,,,FIFO,lamatbd+,tetris,14
ipc2014,,,FIFO,lamatbd+,cavediving,7
ipc2014,,,FIFO,lamatbd+,transport,3
ipc2014,,,FIFO,lamatbd+,thoughtful,13
ipc2014,,,FIFO,lamatbd+,maintenance,6
ipc2014,,,FIFO,lamatbd+,openstacks,20
ipc2014,,,FIFO,lamatbd+,hiking,20
ipc2014,,,FIFO,lamatbd+,visitall,13
ipc2014,,,FIFO,lamatbd+,ged,20
ipc2011,,,FIFO,lamatbd+,nomystery,16
ipc2011,,,FIFO,lamatbd+,tidybot,16
ipc2011,,,FIFO,lamatbd+,pegsol,20
ipc2011,,,FIFO,lamatbd+,visitall,20
ipc2011,,,FIFO,lamatbd+,transport,11
ipc2011,,,FIFO,lamatbd+,elevators,19
ipc2011,,,FIFO,lamatbd+,woodworking,20
ipc2011,,,FIFO,lamatbd+,barman,16
ipc2011,,,FIFO,lamatbd+,parcprinter,20
ipc2011,,,FIFO,lamatbd+,parking,20
ipc2011,,,FIFO,lamatbd+,floortile,4
ipc2011,,,FIFO,lamatbd+,scanalyzer,19
ipc2011,,,FIFO,lamatbd+,sokoban,17
ipc2011,,,FIFO,lamatbd+,openstacks,20
ipc2011,,,FIFO,lamatd,nomystery,17
ipc2011,,,FIFO,lamatd,tidybot,17
ipc2011,,,FIFO,lamatd,pegsol,20
ipc2011,,,FIFO,lamatd,visitall,20
ipc2011,,,FIFO,lamatd,transport,8
ipc2011,,,FIFO,lamatd,elevators,18
ipc2011,,,FIFO,lamatd,woodworking,20
ipc2011,,,FIFO,lamatd,barman,17
ipc2011,,,FIFO,lamatd,parcprinter,20
ipc2011,,,FIFO,lamatd,parking,20
ipc2011,,,FIFO,lamatd,floortile,4
ipc2011,,,FIFO,lamatd,scanalyzer,20
ipc2011,,,FIFO,lamatd,sokoban,17
ipc2011,,,FIFO,lamatd,openstacks,20
ipc2014,,,FIFO,lamatd,barman,12
ipc2014,,,FIFO,lamatd,citycar,4
ipc2014,,,FIFO,lamatd,parking,19
ipc2014,,,FIFO,lamatd,childsnack,0
ipc2014,,,FIFO,lamatd,floortile,2
ipc2014,,,FIFO,lamatd,tetris,5
ipc2014,,,FIFO,lamatd,cavediving,7
ipc2014,,,FIFO,lamatd,transport,3
ipc2014,,,FIFO,lamatd,thoughtful,14
ipc2014,,,FIFO,lamatd,maintenance,6
ipc2014,,,FIFO,lamatd,openstacks,20
ipc2014,,,FIFO,lamatd,hiking,16
ipc2014,,,FIFO,lamatd,visitall,16
ipc2014,,,FIFO,lamatd,ged,20
ipc2011,,,FIFO,lamatd+,nomystery,17
ipc2011,,,FIFO,lamatd+,tidybot,16
ipc2011,,,FIFO,lamatd+,pegsol,20
ipc2011,,,FIFO,lamatd+,visitall,20
ipc2011,,,FIFO,lamatd+,transport,12
ipc2011,,,FIFO,lamatd+,elevators,19
ipc2011,,,FIFO,lamatd+,woodworking,20
ipc2011,,,FIFO,lamatd+,barman,16
ipc2011,,,FIFO,lamatd+,parcprinter,20
ipc2011,,,FIFO,lamatd+,parking,20
ipc2011,,,FIFO,lamatd+,floortile,5
ipc2011,,,FIFO,lamatd+,scanalyzer,19
ipc2011,,,FIFO,lamatd+,sokoban,16
ipc2011,,,FIFO,lamatd+,openstacks,20
ipc2014,,,FIFO,lamatd+,barman,11
ipc2014,,,FIFO,lamatd+,citycar,5
ipc2014,,,FIFO,lamatd+,parking,19
ipc2014,,,FIFO,lamatd+,childsnack,0
ipc2014,,,FIFO,lamatd+,floortile,2
ipc2014,,,FIFO,lamatd+,tetris,10
ipc2014,,,FIFO,lamatd+,cavediving,7
ipc2014,,,FIFO,lamatd+,transport,4
ipc2014,,,FIFO,lamatd+,thoughtful,13
ipc2014,,,FIFO,lamatd+,maintenance,5
ipc2014,,,FIFO,lamatd+,openstacks,20
ipc2014,,,FIFO,lamatd+,hiking,17
ipc2014,,,FIFO,lamatd+,visitall,16
ipc2014,,,FIFO,lamatd+,ged,20
ipc2014,,,FIFO,lamad,barman,14
ipc2014,,,FIFO,lamad,citycar,0
ipc2014,,,FIFO,lamad,parking,19
ipc2014,,,FIFO,lamad,childsnack,11
ipc2014,,,FIFO,lamad,floortile,2
ipc2014,,,FIFO,lamad,tetris,5
ipc2014,,,FIFO,lamad,cavediving,7
ipc2014,,,FIFO,lamad,transport,4
ipc2014,,,FIFO,lamad,thoughtful,14
ipc2014,,,FIFO,lamad,maintenance,1
ipc2014,,,FIFO,lamad,openstacks,20
ipc2014,,,FIFO,lamad,hiking,18
ipc2014,,,FIFO,lamad,visitall,20
ipc2014,,,FIFO,lamad,ged,20
ipc2011,,,FIFO,lamad,nomystery,10
ipc2011,,,FIFO,lamad,tidybot,15
ipc2011,,,FIFO,lamad,pegsol,19
ipc2011,,,FIFO,lamad,visitall,20
ipc2011,,,FIFO,lamad,transport,11
ipc2011,,,FIFO,lamad,elevators,20
ipc2011,,,FIFO,lamad,woodworking,20
ipc2011,,,FIFO,lamad,barman,19
ipc2011,,,FIFO,lamad,parcprinter,18
ipc2011,,,FIFO,lamad,parking,20
ipc2011,,,FIFO,lamad,floortile,2
ipc2011,,,FIFO,lamad,scanalyzer,19
ipc2011,,,FIFO,lamad,sokoban,17
ipc2011,,,FIFO,lamad,openstacks,20
ipc2011,,,FIFO,lamaBd,nomystery,10
ipc2011,,,FIFO,lamaBd,tidybot,17
ipc2011,,,FIFO,lamaBd,pegsol,20
ipc2011,,,FIFO,lamaBd,visitall,20
ipc2011,,,FIFO,lamaBd,transport,11
ipc2011,,,FIFO,lamaBd,elevators,20
ipc2011,,,FIFO,lamaBd,woodworking,20
ipc2011,,,FIFO,lamaBd,barman,19
ipc2011,,,FIFO,lamaBd,parcprinter,18
ipc2011,,,FIFO,lamaBd,parking,20
ipc2011,,,FIFO,lamaBd,floortile,3
ipc2011,,,FIFO,lamaBd,scanalyzer,19
ipc2011,,,FIFO,lamaBd,sokoban,17
ipc2011,,,FIFO,lamaBd,openstacks,20
ipc2014,,,FIFO,lamaBd,barman,16
ipc2014,,,FIFO,lamaBd,citycar,4
ipc2014,,,FIFO,lamaBd,parking,19
ipc2014,,,FIFO,lamaBd,childsnack,4
ipc2014,,,FIFO,lamaBd,floortile,2
ipc2014,,,FIFO,lamaBd,tetris,12
ipc2014,,,FIFO,lamaBd,cavediving,7
ipc2014,,,FIFO,lamaBd,transport,2
ipc2014,,,FIFO,lamaBd,thoughtful,13
ipc2014,,,FIFO,lamaBd,maintenance,1
ipc2014,,,FIFO,lamaBd,openstacks,20
ipc2014,,,FIFO,lamaBd,hiking,19
ipc2014,,,FIFO,lamaBd,visitall,18
ipc2014,,,FIFO,lamaBd,ged,20
ipc2014,,,FIFO,lamaBd+,barman,15
ipc2014,,,FIFO,lamaBd+,citycar,4
ipc2014,,,FIFO,lamaBd+,parking,20
ipc2014,,,FIFO,lamaBd+,childsnack,5
ipc2014,,,FIFO,lamaBd+,floortile,2
ipc2014,,,FIFO,lamaBd+,tetris,13
ipc2014,,,FIFO,lamaBd+,cavediving,7
ipc2014,,,FIFO,lamaBd+,transport,4
ipc2014,,,FIFO,lamaBd+,thoughtful,16
ipc2014,,,FIFO,lamaBd+,maintenance,1
ipc2014,,,FIFO,lamaBd+,openstacks,20
ipc2014,,,FIFO,lamaBd+,hiking,19
ipc2014,,,FIFO,lamaBd+,visitall,14
ipc2014,,,FIFO,lamaBd+,ged,20
ipc2011,,,FIFO,lamaBd+,nomystery,9
ipc2011,,,FIFO,lamaBd+,tidybot,16
ipc2011,,,FIFO,lamaBd+,pegsol,20
ipc2011,,,FIFO,lamaBd+,visitall,20
ipc2011,,,FIFO,lamaBd+,transport,12
ipc2011,,,FIFO,lamaBd+,elevators,20
ipc2011,,,FIFO,lamaBd+,woodworking,20
ipc2011,,,FIFO,lamaBd+,barman,19
ipc2011,,,FIFO,lamaBd+,parcprinter,12
ipc2011,,,FIFO,lamaBd+,parking,20
ipc2011,,,FIFO,lamaBd+,floortile,4
ipc2011,,,FIFO,lamaBd+,scanalyzer,19
ipc2011,,,FIFO,lamaBd+,sokoban,17
ipc2011,,,FIFO,lamaBd+,openstacks,20
ipc2014,,,FIFO,lamatdb+,barman,9
ipc2014,,,FIFO,lamatdb+,citycar,5
ipc2014,,,FIFO,lamatdb+,parking,20
ipc2014,,,FIFO,lamatdb+,childsnack,0
ipc2014,,,FIFO,lamatdb+,floortile,2
ipc2014,,,FIFO,lamatdb+,tetris,15
ipc2014,,,FIFO,lamatdb+,cavediving,7
ipc2014,,,FIFO,lamatdb+,transport,2
ipc2014,,,FIFO,lamatdb+,thoughtful,15
ipc2014,,,FIFO,lamatdb+,maintenance,5
ipc2014,,,FIFO,lamatdb+,openstacks,20
ipc2014,,,FIFO,lamatdb+,hiking,19
ipc2014,,,FIFO,lamatdb+,visitall,17
ipc2014,,,FIFO,lamatdb+,ged,20
ipc2011,,,FIFO,lamatdb+,nomystery,16
ipc2011,,,FIFO,lamatdb+,tidybot,14
ipc2011,,,FIFO,lamatdb+,pegsol,20
ipc2011,,,FIFO,lamatdb+,visitall,20
ipc2011,,,FIFO,lamatdb+,transport,12
ipc2011,,,FIFO,lamatdb+,elevators,19
ipc2011,,,FIFO,lamatdb+,woodworking,20
ipc2011,,,FIFO,lamatdb+,barman,18
ipc2011,,,FIFO,lamatdb+,parcprinter,19
ipc2011,,,FIFO,lamatdb+,parking,20
ipc2011,,,FIFO,lamatdb+,floortile,4
ipc2011,,,FIFO,lamatdb+,scanalyzer,20
ipc2011,,,FIFO,lamatdb+,sokoban,17
ipc2011,,,FIFO,lamatdb+,openstacks,20
ipc2014,,,FIFO,lamatdb+,barman,11
ipc2014,,,FIFO,lamatdb+,citycar,5
ipc2014,,,FIFO,lamatdb+,parking,19
ipc2014,,,FIFO,lamatdb+,childsnack,0
ipc2014,,,FIFO,lamatdb+,floortile,2
ipc2014,,,FIFO,lamatdb+,tetris,16
ipc2014,,,FIFO,lamatdb+,cavediving,7
ipc2014,,,FIFO,lamatdb+,transport,4
ipc2014,,,FIFO,lamatdb+,thoughtful,13
ipc2014,,,FIFO,lamatdb+,maintenance,6
ipc2014,,,FIFO,lamatdb+,openstacks,20
ipc2014,,,FIFO,lamatdb+,hiking,19
ipc2014,,,FIFO,lamatdb+,visitall,16
ipc2014,,,FIFO,lamatdb+,ged,20
ipc2011,,,FIFO,lamatdb+,nomystery,18
ipc2011,,,FIFO,lamatdb+,tidybot,17
ipc2011,,,FIFO,lamatdb+,pegsol,20
ipc2011,,,FIFO,lamatdb+,visitall,20
ipc2011,,,FIFO,lamatdb+,transport,12
ipc2011,,,FIFO,lamatdb+,elevators,20
ipc2011,,,FIFO,lamatdb+,woodworking,20
ipc2011,,,FIFO,lamatdb+,barman,17
ipc2011,,,FIFO,lamatdb+,parcprinter,19
ipc2011,,,FIFO,lamatdb+,parking,20
ipc2011,,,FIFO,lamatdb+,floortile,6
ipc2011,,,FIFO,lamatdb+,scanalyzer,20
ipc2011,,,FIFO,lamatdb+,sokoban,16
ipc2011,,,FIFO,lamatdb+,openstacks,20
ipc2011,,,FIFO,lamaB,nomystery,13
ipc2011,,,FIFO,lamaB,tidybot,16
ipc2011,,,FIFO,lamaB,pegsol,20
ipc2011,,,FIFO,lamaB,visitall,20
ipc2011,,,FIFO,lamaB,transport,11
ipc2011,,,FIFO,lamaB,elevators,20
ipc2011,,,FIFO,lamaB,woodworking,20
ipc2011,,,FIFO,lamaB,barman,17
ipc2011,,,FIFO,lamaB,parcprinter,19
ipc2011,,,FIFO,lamaB,parking,20
ipc2011,,,FIFO,lamaB,floortile,3
ipc2011,,,FIFO,lamaB,scanalyzer,19
ipc2011,,,FIFO,lamaB,sokoban,17
ipc2011,,,FIFO,lamaB,openstacks,20
ipc2014,,,FIFO,lamaB,barman,16
ipc2014,,,FIFO,lamaB,citycar,4
ipc2014,,,FIFO,lamaB,parking,20
ipc2014,,,FIFO,lamaB,childsnack,2
ipc2014,,,FIFO,lamaB,floortile,2
ipc2014,,,FIFO,lamaB,tetris,11
ipc2014,,,FIFO,lamaB,cavediving,7
ipc2014,,,FIFO,lamaB,transport,3
ipc2014,,,FIFO,lamaB,thoughtful,14
ipc2014,,,FIFO,lamaB,maintenance,1
ipc2014,,,FIFO,lamaB,openstacks,20
ipc2014,,,FIFO,lamaB,hiking,18
ipc2014,,,FIFO,lamaB,visitall,16
ipc2014,,,FIFO,lamaB,ged,20
ipc2011,,,FIFO,lamad+,nomystery,10
ipc2011,,,FIFO,lamad+,tidybot,17
ipc2011,,,FIFO,lamad+,pegsol,19
ipc2011,,,FIFO,lamad+,visitall,20
ipc2011,,,FIFO,lamad+,transport,11
ipc2011,,,FIFO,lamad+,elevators,19
ipc2011,,,FIFO,lamad+,woodworking,20
ipc2011,,,FIFO,lamad+,barman,19
ipc2011,,,FIFO,lamad+,parcprinter,18
ipc2011,,,FIFO,lamad+,parking,20
ipc2011,,,FIFO,lamad+,floortile,3
ipc2011,,,FIFO,lamad+,scanalyzer,19
ipc2011,,,FIFO,lamad+,sokoban,17
ipc2011,,,FIFO,lamad+,openstacks,20
ipc2014,,,FIFO,lamad+,barman,14
ipc2014,,,FIFO,lamad+,citycar,1
ipc2014,,,FIFO,lamad+,parking,20
ipc2014,,,FIFO,lamad+,childsnack,9
ipc2014,,,FIFO,lamad+,floortile,2
ipc2014,,,FIFO,lamad+,tetris,8
ipc2014,,,FIFO,lamad+,cavediving,7
ipc2014,,,FIFO,lamad+,transport,4
ipc2014,,,FIFO,lamad+,thoughtful,15
ipc2014,,,FIFO,lamad+,maintenance,1
ipc2014,,,FIFO,lamad+,openstacks,20
ipc2014,,,FIFO,lamad+,hiking,17
ipc2014,,,FIFO,lamad+,visitall,18
ipc2014,,,FIFO,lamad+,ged,20
ipc2014,ff1,eager,RANDOM,h,barman,0
ipc2014,ff1,eager,RANDOM,h,citycar,0
ipc2014,ff1,eager,RANDOM,h,parking,5
ipc2014,ff1,eager,RANDOM,h,childsnack,0
ipc2014,ff1,eager,RANDOM,h,floortile,2
ipc2014,ff1,eager,RANDOM,h,tetris,9
ipc2014,ff1,eager,RANDOM,h,cavediving,7
ipc2014,ff1,eager,RANDOM,h,transport,0
ipc2014,ff1,eager,RANDOM,h,thoughtful,11
ipc2014,ff1,eager,RANDOM,h,maintenance,5
ipc2014,ff1,eager,RANDOM,h,openstacks,14
ipc2014,ff1,eager,RANDOM,h,hiking,18
ipc2014,ff1,eager,RANDOM,h,visitall,0
ipc2014,ff1,eager,RANDOM,h,ged,20
ipc2014,cg1,eager,RANDOM,h,barman,0
ipc2014,cg1,eager,RANDOM,h,citycar,4
ipc2014,cg1,eager,RANDOM,h,parking,10
ipc2014,cg1,eager,RANDOM,h,childsnack,0
ipc2014,cg1,eager,RANDOM,h,floortile,0
ipc2014,cg1,eager,RANDOM,h,tetris,19
ipc2014,cg1,eager,RANDOM,h,cavediving,7
ipc2014,cg1,eager,RANDOM,h,transport,3
ipc2014,cg1,eager,RANDOM,h,thoughtful,6
ipc2014,cg1,eager,RANDOM,h,maintenance,12
ipc2014,cg1,eager,RANDOM,h,openstacks,0
ipc2014,cg1,eager,RANDOM,h,hiking,16
ipc2014,cg1,eager,RANDOM,h,visitall,0
ipc2014,cg1,eager,RANDOM,h,ged,0
ipc2014,cg1,eager,RANDOM,h,barman,0
ipc2014,cg1,eager,RANDOM,h,citycar,5
ipc2014,cg1,eager,RANDOM,h,parking,12
ipc2014,cg1,eager,RANDOM,h,childsnack,0
ipc2014,cg1,eager,RANDOM,h,floortile,0
ipc2014,cg1,eager,RANDOM,h,tetris,19
ipc2014,cg1,eager,RANDOM,h,cavediving,7
ipc2014,cg1,eager,RANDOM,h,transport,4
ipc2014,cg1,eager,RANDOM,h,thoughtful,6
ipc2014,cg1,eager,RANDOM,h,maintenance,14
ipc2014,cg1,eager,RANDOM,h,openstacks,0
ipc2014,cg1,eager,RANDOM,h,hiking,16
ipc2014,cg1,eager,RANDOM,h,visitall,0
ipc2014,cg1,eager,RANDOM,h,ged,0
ipc2011,ff1,eager,RANDOM,h,nomystery,9
ipc2011,ff1,eager,RANDOM,h,tidybot,15
ipc2011,ff1,eager,RANDOM,h,pegsol,20
ipc2011,ff1,eager,RANDOM,h,visitall,4
ipc2011,ff1,eager,RANDOM,h,transport,0
ipc2011,ff1,eager,RANDOM,h,elevators,18
ipc2011,ff1,eager,RANDOM,h,woodworking,2
ipc2011,ff1,eager,RANDOM,h,barman,9
ipc2011,ff1,eager,RANDOM,h,parcprinter,20
ipc2011,ff1,eager,RANDOM,h,parking,14
ipc2011,ff1,eager,RANDOM,h,floortile,4
ipc2011,ff1,eager,RANDOM,h,scanalyzer,17
ipc2011,ff1,eager,RANDOM,h,sokoban,19
ipc2011,ff1,eager,RANDOM,h,openstacks,19
ipc2014,ff1,eager,RANDOM,h,barman,0
ipc2014,ff1,eager,RANDOM,h,citycar,0
ipc2014,ff1,eager,RANDOM,h,parking,1
ipc2014,ff1,eager,RANDOM,h,childsnack,0
ipc2014,ff1,eager,RANDOM,h,floortile,2
ipc2014,ff1,eager,RANDOM,h,tetris,6
ipc2014,ff1,eager,RANDOM,h,cavediving,7
ipc2014,ff1,eager,RANDOM,h,transport,0
ipc2014,ff1,eager,RANDOM,h,thoughtful,8
ipc2014,ff1,eager,RANDOM,h,maintenance,10
ipc2014,ff1,eager,RANDOM,h,openstacks,16
ipc2014,ff1,eager,RANDOM,h,hiking,18
ipc2014,ff1,eager,RANDOM,h,visitall,0
ipc2014,ff1,eager,RANDOM,h,ged,20
ipc2014,ff1,eager,RANDOM,h,barman,0
ipc2014,ff1,eager,RANDOM,h,citycar,0
ipc2014,ff1,eager,RANDOM,h,parking,5
ipc2014,ff1,eager,RANDOM,h,childsnack,0
ipc2014,ff1,eager,RANDOM,h,floortile,2
ipc2014,ff1,eager,RANDOM,h,tetris,9
ipc2014,ff1,eager,RANDOM,h,cavediving,7
ipc2014,ff1,eager,RANDOM,h,transport,0
ipc2014,ff1,eager,RANDOM,h,thoughtful,8
ipc2014,ff1,eager,RANDOM,h,maintenance,10
ipc2014,ff1,eager,RANDOM,h,openstacks,15
ipc2014,ff1,eager,RANDOM,h,hiking,19
ipc2014,ff1,eager,RANDOM,h,visitall,0
ipc2014,ff1,eager,RANDOM,h,ged,20
ipc2011,ff1,eager,RANDOM,h,nomystery,7
ipc2011,ff1,eager,RANDOM,h,tidybot,14
ipc2011,ff1,eager,RANDOM,h,pegsol,20
ipc2011,ff1,eager,RANDOM,h,visitall,5
ipc2011,ff1,eager,RANDOM,h,transport,0
ipc2011,ff1,eager,RANDOM,h,elevators,14
ipc2011,ff1,eager,RANDOM,h,woodworking,1
ipc2011,ff1,eager,RANDOM,h,barman,9
ipc2011,ff1,eager,RANDOM,h,parcprinter,20
ipc2011,ff1,eager,RANDOM,h,parking,19
ipc2011,ff1,eager,RANDOM,h,floortile,5
ipc2011,ff1,eager,RANDOM,h,scanalyzer,16
ipc2011,ff1,eager,RANDOM,h,sokoban,18
ipc2011,ff1,eager,RANDOM,h,openstacks,20
ipc2011,ff1,eager,RANDOM,h,nomystery,8
ipc2011,ff1,eager,RANDOM,h,tidybot,16
ipc2011,ff1,eager,RANDOM,h,pegsol,20
ipc2011,ff1,eager,RANDOM,h,visitall,5
ipc2011,ff1,eager,RANDOM,h,transport,0
ipc2011,ff1,eager,RANDOM,h,elevators,18
ipc2011,ff1,eager,RANDOM,h,woodworking,2
ipc2011,ff1,eager,RANDOM,h,barman,8
ipc2011,ff1,eager,RANDOM,h,parcprinter,20
ipc2011,ff1,eager,RANDOM,h,parking,15
ipc2011,ff1,eager,RANDOM,h,floortile,6
ipc2011,ff1,eager,RANDOM,h,scanalyzer,16
ipc2011,ff1,eager,RANDOM,h,sokoban,19
ipc2011,ff1,eager,RANDOM,h,openstacks,20
ipc2011,cg1,eager,RANDOM,h,nomystery,7
ipc2011,cg1,eager,RANDOM,h,tidybot,17
ipc2011,cg1,eager,RANDOM,h,pegsol,20
ipc2011,cg1,eager,RANDOM,h,visitall,4
ipc2011,cg1,eager,RANDOM,h,transport,11
ipc2011,cg1,eager,RANDOM,h,elevators,7
ipc2011,cg1,eager,RANDOM,h,woodworking,1
ipc2011,cg1,eager,RANDOM,h,barman,0
ipc2011,cg1,eager,RANDOM,h,parcprinter,19
ipc2011,cg1,eager,RANDOM,h,parking,19
ipc2011,cg1,eager,RANDOM,h,floortile,0
ipc2011,cg1,eager,RANDOM,h,scanalyzer,20
ipc2011,cg1,eager,RANDOM,h,sokoban,16
